SK_ID_CURR,TARGET
100001,0.0856879001781045
100005,0.0943732040315428
100013,0.030173963706464735
100028,0.043515894739743384
100038,0.1342334478224562
100042,0.0865829836838875
100057,0.030729625367034497
100065,0.07678529037518757
100066,0.02715804584918009
100067,0.16693969145149737
100074,0.05178970986949949
100090,0.06295351981165592
100091,0.12196804691945645
100092,0.13301313956891023
100106,0.07486548466202585
100107,0.11722578484800579
100109,0.074546244499385
100117,0.020325592433639014
100128,0.20897696704332536
100141,0.03971107156403793
100150,0.03234953911361288
100168,0.034055803174984536
100169,0.07711977586738145
100170,0.06853698107309329
100171,0.0286524785671207
100172,0.08053705879573098
100184,0.0656204152556687
100187,0.050689992453481464
100212,0.07454094613782757
100222,0.09519159226325087
100223,0.032242015753454464
100232,0.032752321208289956
100241,0.1689099464840384
100245,0.03164072472778526
100253,0.03801613902844076
100256,0.08459144569909802
100271,0.0222125455235108
100278,0.13346009582143795
100280,0.019771912670242107
100306,0.11238228654964733
100311,0.18253952022491046
100312,0.03915910940680977
100330,0.07076293887361192
100331,0.035268494403875854
100352,0.07465790506811794
100358,0.07644240228246227
100367,0.04213832387577041
100382,0.157240700449883
100384,0.17537528602925714
100385,0.13979830362474607
100386,0.042529693346709335
100399,0.037495044995303775
100404,0.06959789051085327
100416,0.02673938284568676
100422,0.049858219537980586
100426,0.06826440076583826
100438,0.02215126387242035
100444,0.14369238710640164
100445,0.10597177914360385
100446,0.14262978348889682
100447,0.03168462596899481
100450,0.06915295778948817
100466,0.03432344551126536
100483,0.03389179290848014
100484,0.042840029935515445
100494,0.07557502434088055
100510,0.15873335321030926
100512,0.0851740041296587
100517,0.027319605409310492
100548,0.04908003327069492
100551,0.060811809109093735
100552,0.1092921455735758
100553,0.05685413942872047
100561,0.2161078856017478
100568,0.2666644149188792
100569,0.0395373074345493
100591,0.042978603409920615
100592,0.0267656344861553
100602,0.052050604518363616
100607,0.036460391406484216
100613,0.08353153461834893
100617,0.105433316045065
100618,0.10234278660563924
100622,0.09186887805434713
100625,0.08658237962452392
100677,0.13345810191718224
100699,0.04648113210977746
100702,0.32101121604185096
100711,0.13687555990316067
100729,0.11462773584412736
100740,0.2495004006287408
100744,0.15817087946997715
100745,0.04322072608317333
100747,0.1181872507324323
100751,0.3316647253632384
100752,0.07659106346081923
100753,0.23127152834130282
100754,0.2393264466396181
100760,0.035065254634044384
100762,0.1044586942773673
100763,0.09004969004138051
100765,0.04554502058049653
100770,0.10685654103137841
100772,0.026180504914755643
100777,0.04449705085706692
100791,0.030317164771313042
100792,0.029522740937633168
100797,0.02403804384095877
100823,0.040467292470461685
100826,0.040305907974505596
100830,0.028936793645431287
100836,0.20975873726722458
100872,0.026665550119296774
100910,0.08988201889960934
100913,0.23483800044945624
100918,0.05350838001094145
100931,0.019101054779582086
100952,0.03837369720393644
100953,0.027756630698925547
100965,0.2396860318089131
100970,0.03380969815928777
100982,0.08862270980473372
100983,0.15754152585139866
100984,0.08476719626131429
100987,0.04510148664571342
100997,0.05296507770749715
100998,0.10146004820908289
101002,0.05537090547959729
101005,0.1578535359034764
101008,0.1391857504554548
101020,0.06110024930862597
101021,0.04073696711158215
101024,0.07522643214479535
101025,0.1678669433202632
101026,0.041882815735897846
101031,0.03497365908856367
101041,0.03519810159612856
101051,0.01857108635657992
101055,0.05225684595965923
101056,0.26705038592558705
101057,0.07320651144897365
101064,0.03765603788306754
101079,0.1261898429878408
101087,0.0653268397749118
101090,0.03710552765365851
101092,0.11444016029029337
101097,0.10321061077685631
101099,0.02680517518127937
101107,0.05434584314719332
101118,0.03759665997825532
101125,0.14359565159533752
101126,0.026527056765433696
101128,0.025983300788514775
101136,0.14254587683082356
101140,0.18858502234043029
101149,0.12215531075936914
101160,0.0784217406187593
101169,0.16123094512488237
101181,0.03213331965516653
101186,0.030103053368391412
101190,0.09181057827247648
101193,0.09446112923072446
101194,0.10469288987254974
101198,0.10548503840905422
101200,0.07076869240250513
101204,0.026859254355943184
101211,0.03996694605432629
101213,0.07545673967949526
101223,0.0661344576417688
101225,0.10149655965775822
101237,0.07257537540526698
101243,0.05237622236156927
101244,0.1139634460096813
101258,0.03411469835568365
101259,0.1281164076056919
101268,0.10430391761041832
101269,0.05155286866691549
101271,0.07619523873600471
101279,0.08937761720759278
101281,0.13283701896724695
101287,0.05883317042307413
101292,0.02823133497761881
101294,0.04203405989331421
101296,0.11672651584196053
101297,0.035959266237415646
101299,0.17823282968554735
101301,0.030786662742858503
101305,0.07065189970438479
101308,0.14362158231370453
101318,0.02621483521106671
101327,0.32374592613438624
101329,0.038598620059702854
101332,0.07216260993002874
101337,0.04223779361992374
101343,0.034761324868401285
101345,0.024103489705626913
101346,0.023749735804030992
101353,0.02530731170258384
101354,0.07474129617210971
101355,0.23749673581200997
101356,0.029086531389675287
101362,0.06883550486806977
101363,0.37823238480573856
101365,0.04512429767107604
101366,0.07614038378367727
101367,0.12640909877284415
101368,0.016880368901209558
101374,0.1242399019967282
101380,0.03065330352180919
