SK_ID_CURR,TARGET
100001,0.09856040875453208
100005,0.12334849639092935
100013,0.05854903126566152
100028,0.03820825550936494
100038,0.12829766055191674
100042,0.058654839132633196
100057,0.03742002821362641
100065,0.08195826718617152
100066,0.047626793869120734
100067,0.14842794093112052
100074,0.05511187254231838
100090,0.08401806445329804
100091,0.12472345654953489
100092,0.09324766492985244
100106,0.07301116181223605
100107,0.12205698333385802
100109,0.07348003535576514
100117,0.04414787156966188
100128,0.15005146266701933
100141,0.0880994406864965
100150,0.0405914594273822
100168,0.038975860018422306
100169,0.06280875672260722
100170,0.09869372283747756
100171,0.06449256136003108
100172,0.09692750987878379
100184,0.09633654505884104
100187,0.06970725013882503
100212,0.10326305960249688
100222,0.08734445962611032
100223,0.06624599583655978
100232,0.0661079566072825
100241,0.1288988452703396
100245,0.043444923113444764
100253,0.04442415948434679
100256,0.06733897315815848
100271,0.03391172476695713
100278,0.14344938508901262
100280,0.04960943091389773
100306,0.08277564528950256
100311,0.09694722916864032
100312,0.04176701209997675
100330,0.06678880875665344
100331,0.07962136170799049
100352,0.11394343677503059
100358,0.09414127711582189
100367,0.05664383871333166
100382,0.10143596052006025
100384,0.13550706633810058
100385,0.12320206703848756
100386,0.06735743382702805
100399,0.058571002597953725
100404,0.0702155686180428
100416,0.04592393895130806
100422,0.054439475506778315
100426,0.0905609424185404
100438,0.048170028755763934
100444,0.1049967749230443
100445,0.1211875717524624
100446,0.09096635502773934
100447,0.05920868154639146
100450,0.09249230116324854
100466,0.05232373050344395
100483,0.0500879798840179
100484,0.08836607166635609
100494,0.0534724209734271
100510,0.09919867956910237
100512,0.09309875300592226
100517,0.04054222687430746
100548,0.037547954178550454
100551,0.04617728783090468
100552,0.08456062416795573
100553,0.07416309085786342
100561,0.15059769231380082
100568,0.17524558006071503
100569,0.06729165351138446
100591,0.0734964271440657
100592,0.052108765658830575
100602,0.10131125606875695
100607,0.057765686252145204
100613,0.08121993986156972
100617,0.09831744979995541
100618,0.10600997784080878
100622,0.11429835594899963
100625,0.09307538864613116
100677,0.13610284375884169
100699,0.04840145084500067
100702,0.1853860282572833
100711,0.07754027007334466
100729,0.08741266546783968
100740,0.180438188648159
100744,0.14369636667566363
100745,0.06138386784247217
100747,0.11922740655140697
100751,0.16192853403469207
100752,0.05886696824943582
100753,0.1640805060094559
100754,0.12416713986674037
100760,0.06079220264328492
100762,0.07372173648836242
100763,0.06539236477265267
100765,0.04842958040528475
100770,0.10642310633349257
100772,0.05168731864643421
100777,0.08107899936313782
100791,0.04643337154839977
100792,0.03525514104185932
100797,0.0441598060788873
100823,0.0686439015998954
100826,0.04570053580988768
100830,0.05976175262941864
100836,0.1752691583736696
100872,0.04627190467469626
100910,0.09434143181124699
100913,0.11014592121261788
100918,0.0612515398106895
100931,0.05123014678043441
100952,0.05501491957173468
100953,0.04133401029604372
100965,0.15030460419641195
100970,0.053633500282722436
100982,0.11773982575369223
100983,0.13035085920928746
100984,0.06324422897127574
100987,0.05341175180626463
100997,0.0548176665021748
100998,0.12714150449782016
101002,0.1026792179380478
101005,0.15632884318123336
101008,0.12821781692688436
101020,0.06070248929514175
101021,0.05912737790167502
101024,0.08131371618226794
101025,0.18051114716770078
101026,0.05947800489886249
101031,0.04668006906726605
101041,0.05787281835894368
101051,0.035755935316126704
101055,0.07079669690472515
101056,0.18349107456458644
101057,0.12048046621773852
101064,0.04547535310691266
101079,0.07426446543542943
101087,0.06240893853133806
101090,0.035293473150730996
101092,0.1114693565771267
101097,0.1570289378231162
101099,0.04131527357666015
101107,0.06834479506067269
101118,0.04138538399884604
101125,0.09488633636682782
101126,0.04442485683064197
101128,0.05345912038793417
101136,0.13584348317882966
101140,0.13688766824083023
101149,0.09231187746842438
101160,0.07814644902463073
101169,0.12523257690648348
101181,0.08604459143743351
101186,0.06154674559790408
101190,0.077747714973463
101193,0.11114753128424434
101194,0.07684541085083739
101198,0.1015912309953312
101200,0.05124167053538545
101204,0.046662243992271916
101211,0.060458283478027244
101213,0.07256925146495394
101223,0.08672311647190976
101225,0.12090258806648015
101237,0.06405495360017359
101243,0.07200584869624055
101244,0.08907048059145511
101258,0.06750786982911038
101259,0.14294785216766162
101268,0.11156000394143867
101269,0.0472786417681132
101271,0.07417984329866796
101279,0.07312643494533136
101281,0.10780607664538049
101287,0.07323872610949933
101292,0.05750847128557684
101294,0.06806753524147091
101296,0.09510253915285062
101297,0.04031050797993279
101299,0.08374671340949379
101301,0.061669804583996936
101305,0.1404843177878358
101308,0.09592787137482274
101318,0.031196293106029057
101327,0.15517403051159154
101329,0.042160702963494404
